CAS #,substance name,plant name,temperature,compartment,half life[day],target class,chemical class,plant class,compartment class,SMILES,cold storage,logKow,MW(g/mol),Polar Surface Area (A2),chiral center atom,Stereochemical configuration
86-50-0,azinphos-methyl,lemon,27.2,fruit,46,insecticide,organophosphate,fruits,crop (interior),COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,x,2.8,317.33,66.24,P,mixed
86-50-0,azinphos-methyl,olive,15.5,fruit,9.3,insecticide,organophosphate,fruits,crop (interior),COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,,2.8,317.33,66.24,P,mixed
86-50-0,azinphos-methyl,peach,23.5,fruit,12,insecticide,organophosphate,fruits,crop (interior),COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,,2.8,317.33,66.24,P,mixed
86-50-0,azinphos-methyl,pear,22.4,fruit,2.17,insecticide,organophosphate,fruits,crop (interior),COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,,2.8,317.33,66.24,P,mixed
131860-33-8,azoxystrobin,grape,23,fruit,7,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,7.1,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,7.6,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,7.9,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,8.1,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,9.1,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,grape,23,fruit,15.2,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,mango,23.4,fruit,1.2,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,mango,23.4,fruit,1.25,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,orange,21.6,fruit,14,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,orange,21.6,fruit,14.1,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,passion fruit,24.3,fruit,13.8,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,peach,23.5,fruit,0.72,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pepper fruit,20.5,fruit,13.54,fungicide,strobilurin,vegetables,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pepper fruit,20.5,fruit,15.21,fungicide,strobilurin,vegetables,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,x,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,2,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3.25,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3.5,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,4.25,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,4.75,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,strawberry,16.8,fruit,7.8,fungicide,strobilurin,fruits,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,0.8,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,0.9,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.06,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.14,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.5,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.57,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.58,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.93,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,2.11,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit surface,2.39,fungicide,strobilurin,vegetables,crop surface,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit,9.9,fungicide,strobilurin,vegetables,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
131860-33-8,azoxystrobin,tomato,25,fruit,14.65,fungicide,strobilurin,vegetables,crop (interior),COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,,3.7,403.39,103.56,-,-
71626-11-4,benalaxyl,tomato,25,fruit surface,8.3,fungicide,acylalanine,vegetables,crop surface,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,,3.4,325.41,46.61,C,R
22781-23-3,bendiocarb,apple,21.4,flesh,4.2,insecticide,carbamate,fruits,crop (interior),CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C  ,,1.7,223.23,56.79,C,S
22781-23-3,bendiocarb,banana,26.4,flesh,6.1,insecticide,carbamate,fruits,crop (interior),CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C  ,,1.7,223.23,56.79,C,S
22781-23-3,bendiocarb,onion,19.8,flesh,5.4,insecticide,carbamate,root crops,crop (interior),CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C  ,,1.7,223.23,56.79,C,S
22781-23-3,bendiocarb,pear,22.4,flesh,3.9,insecticide,carbamate,fruits,crop (interior),CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C  ,,1.7,223.23,56.79,C,S
22781-23-3,bendiocarb,potato,17.1,flesh,4.9,insecticide,carbamate,root crops,crop (interior),CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C  ,,1.7,223.23,56.79,C,S
82560-54-1,benfuracarb,eggplant,21.4,fruit,3.9,insecticide,carbamate,vegetables,crop (interior),CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C  ,,4.2,410.54,68.31,C,R
82560-54-1,benfuracarb,eggplant,21.4,fruit,4.73,insecticide,carbamate,vegetables,crop (interior),CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C  ,,4.2,410.54,68.31,C,R
65731-84-2,beta-cypermethrin,apple,21.4,fruit,5.04,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
65731-84-2,beta-cypermethrin,apple,21.4,fruit,6.99,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
82657-04-3,bifenthrin,chickpea,17.9,fruit,2.89,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,chickpea,17.9,fruit,4.3,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,eggplant,21.4,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,green bean,18.7,fruit,0.89,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,green bean,18.7,fruit,0.94,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,green bean,18.7,fruit,1,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,okra,29.3,fruit,1.32,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,okra,29.3,fruit,1.58,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,pepper fruit,20.5,fruit,1.08,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,pigeon pea,24.3,fruit,3.34,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,pigeon pea,24.3,fruit,3.34,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,tomato,25,fruit,1.83,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,tomato,25,fruit,2.02,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,x,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,tomato,25,fruit,2.05,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,tomato,25,fruit,2.32,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,x,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,tomato,25,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,zucchini,15.9,fruit,0.11,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
82657-04-3,bifenthrin,zucchini,15.9,fruit,1.06,insecticide,pyrethroid,vegetables,crop (interior),CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,,6,422.87,26.3,C,RRS
55179-31-2,bitertanol,apple,21.4,fruit,4,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
55179-31-2,bitertanol,apple,21.4,fruit,6,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
55179-31-2,bitertanol,apple,21.4,fruit,11.5,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
55179-31-2,bitertanol,apricot,21.3,fruit,16.9,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
55179-31-2,bitertanol,peanut,26.4,fruit,2.7,fungicide,triazole,root crops,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
55179-31-2,bitertanol,peanut,26.4,fruit,3,fungicide,triazole,root crops,crop (interior),CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,,4.2,337.42,60.17,C,mixed
188425-85-6,boscalid,grape,23,fruit,9.9,fungicide,carboxamide,fruits,crop (interior),C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,,4.9,343.21,41.99,-,-
188425-85-6,boscalid,grape,23,fruit,12,fungicide,carboxamide,fruits,crop (interior),C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,,4.9,343.21,41.99,-,-
188425-85-6,boscalid,strawberry,16.8,fruit,4.9,fungicide,carboxamide,fruits,crop (interior),C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,,4.9,343.21,41.99,-,-
188425-85-6,boscalid,strawberry,16.8,fruit,6.4,fungicide,carboxamide,fruits,crop (interior),C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,,4.9,343.21,41.99,-,-
74-83-9,bromomethane,cucumber,19.6,fruit,10.3,insecticide,inorganic compound,vegetables,crop (interior),CBr,,1,94.94,0,-,-
74-83-9,bromomethane,cucumber,19.6,fruit,14.2,insecticide,inorganic compound,vegetables,crop (interior),CBr,,1,94.94,0,-,-
18181-80-1,bromopropylate,artichoke,17.1,fruit,2.01,acaricide,benzilate,vegetables,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,artichoke,17.1,fruit,2.09,acaricide,benzilate,vegetables,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,green bean,18.7,fruit,13.86,acaricide,benzilate,vegetables,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,green bean,18.7,fruit,17.77,acaricide,benzilate,vegetables,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,strawberry,16.8,fruit,3.11,acaricide,benzilate,fruits,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,strawberry,16.8,fruit,3.25,acaricide,benzilate,fruits,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
18181-80-1,bromopropylate,tomato,25,fruit,7.7,acaricide,benzilate,vegetables,crop (interior),CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,,4.8,428.12,46.53,C,R
69327-76-0,buprofezin,clementine,27.2,fruit,5.82,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,eggplant,21.4,fruit,3.1,insecticide,unclassified,vegetables,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,eggplant,21.4,fruit,4.6,insecticide,unclassified,vegetables,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,eggplant,21.4,fruit,6.1,insecticide,unclassified,vegetables,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,grape,23,fruit,3,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,grape,23,fruit,3,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,grape,23,fruit,5,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,grape,23,fruit,5,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,olive,15.5,fruit,9.5,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,olive,15.5,fruit,13.4,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pepper fruit,20.5,fruit,13.97,insecticide,unclassified,vegetables,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pepper fruit,20.5,fruit,16.28,insecticide,unclassified,vegetables,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,5.5,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,5.5,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,5.75,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,5.75,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,6.25,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,6.75,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,6.75,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
69327-76-0,buprofezin,pomegranate,25.5,fruit,7.25,insecticide,unclassified,fruits,crop (interior),CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,,3.8,305.45,35.91,-,-
95465-99-9,cadusafos,chickpea,17.9,fruit,28.7,insecticide,organothiophosphate,vegetables,crop (interior),CCC(C)SP(=O)(OCC)SC(C)CC,,3.3,270.4,26.3,P,mixed
95465-99-9,cadusafos,chickpea,17.9,fruit,29.9,insecticide,organothiophosphate,vegetables,crop (interior),CCC(C)SP(=O)(OCC)SC(C)CC,,3.3,270.4,26.3,P,mixed
95465-99-9,cadusafos,tomato,25,fruit,21.8,insecticide,organothiophosphate,vegetables,crop (interior),CCC(C)SP(=O)(OCC)SC(C)CC,,3.3,270.4,26.3,P,mixed
95465-99-9,cadusafos,tomato,25,fruit,24.2,insecticide,organothiophosphate,vegetables,crop (interior),CCC(C)SP(=O)(OCC)SC(C)CC,,3.3,270.4,26.3,P,mixed
133-06-2,captan,apple,21.4,fruit,4.07,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,apple,21.4,fruit,5.02,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,apple,21.4,fruit,6.01,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,apple,21.4,fruit,6.06,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,apple,21.4,fruit,6.06,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,cherry,23.4,fruit,3.57,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,cherry,23.4,fruit,5.59,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,cherry,23.4,fruit,7.53,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,cherry,23.4,fruit,8.45,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,grape,23,fruit,12.84,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,mango,23.4,fruit,2.3,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,,2.4,300.59,37.38,-,-
133-06-2,captan,mango,23.4,fruit,2.5,fungicide,phthalimide,fruits,crop (interior),C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,x,2.4,300.59,37.38,-,-
